Titel,Gruppe[Nr],Gruppe[Titel],Gruppe[Oprettet],Gruppe[Rettet],Gruppe[Emner],Gruppe[Filtre],Fritekst
Gruppe_25.37,25.37,"Bindende forhåndsbesked [udgået]",1993-01-01,2005-02-01,"Emne_25.37.00","",[[Category:NaN_KLE_Data]]
Gruppe_25.38,25.38,"Dødsbobeskatning [udgået]",1993-01-01,,"Emne_25.38.00","",[[Category:NaN_KLE_Data]]
Gruppe_25.39,25.39,"Formuebeskatning [udgået]",1993-01-01,,"Emne_25.39.00","",[[Category:NaN_KLE_Data]]
Gruppe_25.40,25.40,"Særlig indkomst [udgået]",1993-01-01,,"Emne_25.40.00","",[[Category:NaN_KLE_Data]]
Gruppe_25.41,25.41,"Sømandsbeskatning [udgået]",1993-01-01,,"Emne_25.41.00","",[[Category:NaN_KLE_Data]]
Gruppe_25.42,25.42,"Konkurs/underskud mv. [udgået]",1993-01-01,,"Emne_25.42.00","",[[Category:NaN_KLE_Data]]
Gruppe_25.43,25.43,"Virksomhedskontrol [udgået]",1993-01-01,,"Emne_25.43.00","",[[Category:NaN_KLE_Data]]
Gruppe_25.45,25.45,"Opkrævning",1993-01-01,,"Emne_25.45.00,Emne_25.45.01,Emne_25.45.02,Emne_25.45.03,Emne_25.45.04,Emne_25.45.05,Emne_25.45.10","KommunalVandDelplan,PrivatVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_25.46,25.46,"Tilsynsvirksomhed [udgået]",1993-01-01,,"Emne_25.46.00","",[[Category:NaN_KLE_Data]]
Gruppe_25.47,25.47,"Bøde-/ansvarssager [udgået]",1993-01-01,,"Emne_25.47.00,Emne_25.47.01,Emne_25.47.02,Emne_25.47.03,Emne_25.47.04","",[[Category:NaN_KLE_Data]]
Gruppe_26.00,26.00,"Retsvæsen og militær i almindelighed [udgået]",1988-01-01,,"Emne_26.00.00","",[[Category:NaN_KLE_Data]]
Gruppe_26.01,26.01,"Politi/lokalnævn [udgået]",1988-01-01,,"Emne_26.01.00","",[[Category:NaN_KLE_Data]]
Gruppe_26.02,26.02,"Domstole (grundlister, nævninge og domsmænd) [udgået]",1988-01-01,,"Emne_26.02.00","",[[Category:NaN_KLE_Data]]
Gruppe_26.03,26.03,"Militær [udgået]",1988-01-01,,"Emne_26.03.00,Emne_26.03.01","",[[Category:NaN_KLE_Data]]
Gruppe_27.00,27.00,"Social service",2009-05-01,,"Emne_27.00.00","FolkeskolenDelplan,DagtilbudDelplan,SaerligStoetteDelplan",[[Category:NaN_KLE_Data]]
Gruppe_27.03,27.03,"Tilbud efter serviceloven",2009-05-01,2014-11-01,"Emne_27.03.00,Emne_27.03.04,Emne_27.03.08,Emne_27.03.12,Emne_27.03.22,Emne_27.03.26,Emne_27.03.30,Emne_27.03.34,Emne_27.03.40","SaerligStoetteDelplan,SocialtilsynDelplan",[[Category:NaN_KLE_Data]]
Gruppe_27.06,27.06,"Rammer for brug af andre myndigheders behandlings- og botilbud [udgået]",2009-05-01,,"Emne_27.06.00,Emne_27.06.04,Emne_27.06.08,Emne_27.06.12","SaerligStoetteDelplan,SocialtilsynDelplan",[[Category:NaN_KLE_Data]]
Gruppe_27.09,27.09,"Rammer for brug af private behandlings- og botilbud",2009-05-01,,"Emne_27.09.00,Emne_27.09.04,Emne_27.09.08","SocialtilsynDelplan",[[Category:NaN_KLE_Data]]
Gruppe_27.12,27.12,"Forebyggelse og rådgivning, social service",2009-05-01,2014-11-01,"Emne_27.12.00,Emne_27.12.04,Emne_27.12.06,Emne_27.12.08,Emne_27.12.12,Emne_27.12.16,Emne_27.12.26,Emne_27.12.30","SaerligStoetteDelplan",[[Category:NaN_KLE_Data]]
Gruppe_27.15,27.15,"Brugerinddragelse, rådgivende samarbejdsorganer m.v.",2009-05-01,,"Emne_27.15.00,Emne_27.15.04,Emne_27.15.08,Emne_27.15.12","",[[Category:NaN_KLE_Data]]
Gruppe_27.18,27.18,"Særlige tilbud til børn og unge",2009-05-01,,"Emne_27.18.00,Emne_27.18.02,Emne_27.18.04,Emne_27.18.08,Emne_27.18.12,Emne_27.18.16,Emne_27.18.20,Emne_27.18.24","FolkeskolenDelplan,SaerligStoetteDelplan",[[Category:NaN_KLE_Data]]
Gruppe_27.21,27.21,"Personlig hjælp og ledsagelse, børn og unge",2009-05-01,,"Emne_27.21.00,Emne_27.21.04,Emne_27.21.08,Emne_27.21.12,Emne_27.21.16,Emne_27.21.20","SaerligStoetteDelplan",[[Category:NaN_KLE_Data]]
Gruppe_27.24,27.24,"Særlig støtte til børn og unge",2009-05-01,,"Emne_27.24.00,Emne_27.24.03,Emne_27.24.06,Emne_27.24.09,Emne_27.24.12,Emne_27.24.15,Emne_27.24.17,Emne_27.24.18,Emne_27.24.19,Emne_27.24.20,Emne_27.24.21,Emne_27.24.24,Emne_27.24.25,Emne_27.24.26,Emne_27.24.27,Emne_27.24.30,Emne_27.24.33,Emne_27.24.36,Emne_27.24.39,Emne_27.24.42,Emne_27.24.45","FolkeskolenDelplan,SaerligStoetteDelplan",[[Category:NaN_KLE_Data]]
Gruppe_27.25,27.25,"SSP-indsats",2013-02-01,,"Emne_27.25.00,Emne_27.25.08,Emne_27.25.12","SaerligStoetteDelplan",[[Category:NaN_KLE_Data]]
Gruppe_27.27,27.27,"Foranstaltninger efter SEL § 52, særlig støtte",2009-05-01,,"Emne_27.27.00,Emne_27.27.03,Emne_27.27.06,Emne_27.27.09,Emne_27.27.12,Emne_27.27.15,Emne_27.27.18,Emne_27.27.21,Emne_27.27.24,Emne_27.27.27,Emne_27.27.30,Emne_27.27.32,Emne_27.27.33,Emne_27.27.36,Emne_27.27.39,Emne_27.27.42,Emne_27.27.45,Emne_27.27.48,Emne_27.27.51,Emne_27.27.54","SaerligStoetteDelplan",[[Category:NaN_KLE_Data]]
Gruppe_27.30,27.30,"Anbringelsessteder, godkendelse, opfølgning og tilsyn",2009-05-01,,"Emne_27.30.00,Emne_27.30.04,Emne_27.30.08,Emne_27.30.12,Emne_27.30.16,Emne_27.30.20","SaerligStoetteDelplan,SocialtilsynDelplan",[[Category:NaN_KLE_Data]]
Gruppe_27.33,27.33,"Privat døgnpleje",2009-05-01,,"Emne_27.33.00,Emne_27.33.04,Emne_27.33.08","SaerligStoetteDelplan",[[Category:NaN_KLE_Data]]
Gruppe_27.35,27.35,"Almene tilbud",2009-05-01,2014-02-01,"Emne_27.35.00,Emne_27.35.04,Emne_27.35.08,Emne_27.35.12","",[[Category:NaN_KLE_Data]]
Gruppe_27.36,27.36,"Personlig hjælp, omsorg og pleje m.v.",2009-05-01,,"Emne_27.36.00,Emne_27.36.04,Emne_27.36.06,Emne_27.36.08,Emne_27.36.12,Emne_27.36.16,Emne_27.36.20,Emne_27.36.24,Emne_27.36.28","SocialtilsynDelplan",[[Category:NaN_KLE_Data]]
Gruppe_27.37,27.37,"Delegation",2011-11-01,,"Emne_27.37.00,Emne_27.37.04,Emne_27.37.08,Emne_27.37.12","",[[Category:NaN_KLE_Data]]
Gruppe_27.39,27.39,"Frit valg, privat hjælper, borgerstyret personlig assistance m.v.",2009-05-01,,"Emne_27.39.00,Emne_27.39.04,Emne_27.39.08,Emne_27.39.12,Emne_27.39.16,Emne_27.39.20","",[[Category:NaN_KLE_Data]]
Gruppe_27.42,27.42,"Plejeboliger og plejehjem",2009-05-01,,"Emne_27.42.00,Emne_27.42.04,Emne_27.42.08,Emne_27.42.12,Emne_27.42.20,Emne_27.42.24,Emne_27.42.28,Emne_27.42.32,Emne_27.42.36,Emne_27.42.40","",[[Category:NaN_KLE_Data]]
Gruppe_27.45,27.45,"Boligtilbud for ældre og personer med handicap",2009-05-01,,"Emne_27.45.00,Emne_27.45.04,Emne_27.45.08","",[[Category:NaN_KLE_Data]]
Gruppe_27.48,27.48,"Ledsagelse og kontaktperson",2009-05-01,,"Emne_27.48.00,Emne_27.48.04,Emne_27.48.08","",[[Category:NaN_KLE_Data]]
Gruppe_27.51,27.51,"Behandling efter serviceloven",2009-05-01,,"Emne_27.51.00,Emne_27.51.04,Emne_27.51.08","SocialtilsynDelplan",[[Category:NaN_KLE_Data]]
Gruppe_27.54,27.54,"Beskyttet beskæftigelse og aktivitets- og samværstilbud",2009-05-01,,"Emne_27.54.00,Emne_27.54.04,Emne_27.54.08","",[[Category:NaN_KLE_Data]]
Gruppe_27.57,27.57,"Botilbud",2009-05-01,,"Emne_27.57.00,Emne_27.57.04,Emne_27.57.08,Emne_27.57.12,Emne_27.57.16","SocialtilsynDelplan",[[Category:NaN_KLE_Data]]
Gruppe_27.60,27.60,"Hjælpemidler, forbrugsgoder, boligindretning m.v.",2009-05-01,,"Emne_27.60.00,Emne_27.60.04,Emne_27.60.08,Emne_27.60.12,Emne_27.60.14,Emne_27.60.16,Emne_27.60.20,Emne_27.60.24,Emne_27.60.28","",[[Category:NaN_KLE_Data]]
Gruppe_27.63,27.63,"Pasning af nærtstående med handicap",2009-05-01,,"Emne_27.63.00,Emne_27.63.04","",[[Category:NaN_KLE_Data]]
Gruppe_27.66,27.66,"Magtanvendelse m.v.",2009-05-01,,"Emne_27.66.00,Emne_27.66.04,Emne_27.66.05,Emne_27.66.08","SaerligStoetteDelplan",[[Category:NaN_KLE_Data]]
Gruppe_27.69,27.69,"Retssikkerhed",2009-05-01,,"Emne_27.69.00,Emne_27.69.04,Emne_27.69.08,Emne_27.69.12,Emne_27.69.14,Emne_27.69.16,Emne_27.69.17,Emne_27.69.19,Emne_27.69.20,Emne_27.69.24,Emne_27.69.28,Emne_27.69.32,Emne_27.69.36,Emne_27.69.40,Emne_27.69.44,Emne_27.69.48,Emne_27.69.52,Emne_27.69.56,Emne_27.69.60,Emne_27.69.64","FolkeskolenDelplan,DagtilbudDelplan,SaerligStoetteDelplan,SocialtilsynDelplan",[[Category:NaN_KLE_Data]]
Gruppe_28.00,28.00,"Dagtilbud",2009-05-01,,"Emne_28.00.00","FolkeskolenDelplan,DagtilbudDelplan",[[Category:NaN_KLE_Data]]
Gruppe_28.03,28.03,"Etablering af dag-, fritids- og klubtilbud",2009-05-01,,"Emne_28.03.00,Emne_28.03.04,Emne_28.03.08,Emne_28.03.12,Emne_28.03.16,Emne_28.03.20,Emne_28.03.24","FolkeskolenDelplan,DagtilbudDelplan",[[Category:NaN_KLE_Data]]
Gruppe_28.06,28.06,"Rammer for dag-, fritids- og klubtilbud",2009-05-01,,"Emne_28.06.00,Emne_28.06.04,Emne_28.06.08,Emne_28.06.12,Emne_28.06.16","FolkeskolenDelplan,DagtilbudDelplan",[[Category:NaN_KLE_Data]]
Gruppe_28.09,28.09,"Dagtilbud til børn indtil skolestart",2009-05-01,,"Emne_28.09.00,Emne_28.09.04,Emne_28.09.08,Emne_28.09.12,Emne_28.09.16,Emne_28.09.20,Emne_28.09.24,Emne_28.09.28,Emne_28.09.32,Emne_28.09.36,Emne_28.09.40,Emne_28.09.44,Emne_28.09.48","DagtilbudDelplan",[[Category:NaN_KLE_Data]]
Gruppe_28.12,28.12,"Fritidshjem til børn i skolealderen",2009-05-01,,"Emne_28.12.00,Emne_28.12.04,Emne_28.12.08,Emne_28.12.12,Emne_28.12.16,Emne_28.12.20,Emne_28.12.24,Emne_28.12.28,Emne_28.12.32","FolkeskolenDelplan,DagtilbudDelplan",[[Category:NaN_KLE_Data]]
Gruppe_28.15,28.15,"Klubtilbud og andre fritidstilbud til større børn og unge",2009-05-01,,"Emne_28.15.00,Emne_28.15.04,Emne_28.15.08,Emne_28.15.12,Emne_28.15.16,Emne_28.15.20","FolkeskolenDelplan,DagtilbudDelplan",[[Category:NaN_KLE_Data]]
Gruppe_28.18,28.18,"Private pasningsordninger",2009-05-01,,"Emne_28.18.00,Emne_28.18.04,Emne_28.18.08","DagtilbudDelplan",[[Category:NaN_KLE_Data]]
Gruppe_29.00,29.00,"Sundhed",2009-05-01,,"Emne_29.00.00,Emne_29.00.04,Emne_29.00.08","FolkeskolenDelplan,DagtilbudDelplan",[[Category:NaN_KLE_Data]]
Gruppe_29.03,29.03,"Sygesikring",2009-05-01,,"Emne_29.03.00,Emne_29.03.04,Emne_29.03.06,Emne_29.03.08,Emne_29.03.12,Emne_29.03.16","",[[Category:NaN_KLE_Data]]
Gruppe_29.06,29.06,"Medfinansiering af sundhedsvæsenet",2009-05-01,2010-02-01,"Emne_29.06.00,Emne_29.06.04,Emne_29.06.08","",[[Category:NaN_KLE_Data]]
Gruppe_29.09,29.09,"Forebyggelse og sundhedsfremme",2009-05-01,,"Emne_29.09.00,Emne_29.09.04,Emne_29.09.08,Emne_29.09.12,Emne_29.09.15","FolkeskolenDelplan,DagtilbudDelplan",[[Category:NaN_KLE_Data]]
Gruppe_29.12,29.12,"Forebyggende sundhedsydelser til børn og unge",2009-05-01,,"Emne_29.12.00,Emne_29.12.04,Emne_29.12.08,Emne_29.12.12,Emne_29.12.16,Emne_29.12.20,Emne_29.12.24","FolkeskolenDelplan,DagtilbudDelplan",[[Category:NaN_KLE_Data]]
Gruppe_29.15,29.15,"Kommunal tandpleje",2009-05-01,,"Emne_29.15.00,Emne_29.15.04,Emne_29.15.08,Emne_29.15.12,Emne_29.15.16,Emne_29.15.20","FolkeskolenDelplan,DagtilbudDelplan",[[Category:NaN_KLE_Data]]
Gruppe_29.18,29.18,"Hjemmesygepleje",2009-05-01,,"Emne_29.18.00","",[[Category:NaN_KLE_Data]]
Gruppe_29.21,29.21,"Genoptræning og fysioterapi efter sundhedsloven",2009-05-01,,"Emne_29.21.00,Emne_29.21.04,Emne_29.21.08","",[[Category:NaN_KLE_Data]]
Gruppe_29.24,29.24,"Behandlingstilbud efter sundhedsloven",2009-05-01,,"Emne_29.24.00,Emne_29.24.04,Emne_29.24.08,Emne_29.24.12","",[[Category:NaN_KLE_Data]]
Gruppe_29.27,29.27,"Befordring og befordringsgodtgørelse efter sundhedsloven",2009-05-01,2009-08-01,"Emne_29.27.00","",[[Category:NaN_KLE_Data]]
Gruppe_29.30,29.30,"Samarbejde på sundhedsområdet",2009-05-01,,"Emne_29.30.00,Emne_29.30.04,Emne_29.30.08,Emne_29.30.10,Emne_29.30.12,Emne_29.30.16,Emne_29.30.20,Emne_29.30.24","",[[Category:NaN_KLE_Data]]
Gruppe_29.35,29.35,"Sundhedsydelser til asylansøgere",2014-11-01,,"Emne_29.35.00","",[[Category:NaN_KLE_Data]]
Gruppe_30.00,30.00,"Andre myndigheders opgaver",2000-01-01,2014-08-01,"Emne_30.00.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan",[[Category:NaN_KLE_Data]]
Gruppe_30.05,30.05,"EU’s udvikling og organisering [udgået]",2000-01-01,,"Emne_30.05.00","",[[Category:NaN_KLE_Data]]
Gruppe_30.10,30.10,"Statslige opgaver, udvikling og organisering",2000-01-01,2007-11-01,"Emne_30.10.00,Emne_30.10.05,Emne_30.10.10,Emne_30.10.15,Emne_30.10.20,Emne_30.10.25,Emne_30.10.30,Emne_30.10.35,Emne_30.10.37,Emne_30.10.40,Emne_30.10.45","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,SaerligStoetteDelplan",[[Category:NaN_KLE_Data]]
Gruppe_30.15,30.15,"Statsforvaltningernes opgaver, udvikling og organisering",2000-01-01,2007-11-01,"Emne_30.15.00","KommunalVandDelplan,SaerligStoetteDelplan",[[Category:NaN_KLE_Data]]
Gruppe_30.18,30.18,"Regioners opgaver og organisering",2014-08-01,,"Emne_30.18.00","KommunalVandDelplan,SaerligStoetteDelplan",[[Category:NaN_KLE_Data]]
Gruppe_30.20,30.20,"Amtslige opgavers udvikling og organisering [udgået]",2000-01-01,,"Emne_30.20.00","",[[Category:NaN_KLE_Data]]
Gruppe_32.00,32.00,"Kontante ydelser",2009-05-01,,"Emne_32.00.00,Emne_32.00.24","FolkeskolenDelplan,DagtilbudDelplan",[[Category:NaN_KLE_Data]]
Gruppe_32.03,32.03,"Sociale pensioner",2009-05-01,,"Emne_32.03.00,Emne_32.03.04,Emne_32.03.08,Emne_32.03.10,Emne_32.03.12,Emne_32.03.14,Emne_32.03.16,Emne_32.03.18,Emne_32.03.20,Emne_32.03.24,Emne_32.03.32,Emne_32.03.34,Emne_32.03.36,Emne_32.03.38","",[[Category:NaN_KLE_Data]]
Gruppe_32.06,32.06,"Boligstøtte",2009-05-01,,"Emne_32.06.00,Emne_32.06.04,Emne_32.06.08,Emne_32.06.12,Emne_32.06.16","",[[Category:NaN_KLE_Data]]
Gruppe_32.09,32.09,"Børnetilskud",2009-05-01,,"Emne_32.09.00,Emne_32.09.04,Emne_32.09.08,Emne_32.09.12,Emne_32.09.14,Emne_32.09.16","",[[Category:NaN_KLE_Data]]
Gruppe_32.12,32.12,"Børne- og ungeydelse",2009-05-01,2011-05-01,"Emne_32.12.00","",[[Category:NaN_KLE_Data]]
Gruppe_32.15,32.15,"Underholdsbidrag",2009-05-01,,"Emne_32.15.00,Emne_32.15.04,Emne_32.15.06,Emne_32.15.08,Emne_32.15.12,Emne_32.15.16","",[[Category:NaN_KLE_Data]]
Gruppe_32.18,32.18,"Ydelser efter serviceloven",2009-05-01,,"Emne_32.18.00,Emne_32.18.04,Emne_32.18.08,Emne_32.18.12,Emne_32.18.14","",[[Category:NaN_KLE_Data]]
Gruppe_32.21,32.21,"Hjælp i særlige tilfælde",2009-05-01,,"Emne_32.21.00,Emne_32.21.04,Emne_32.21.08,Emne_32.21.12,Emne_32.21.14,Emne_32.21.16,Emne_32.21.17,Emne_32.21.20,Emne_32.21.24,Emne_32.21.28,Emne_32.21.32","",[[Category:NaN_KLE_Data]]
Gruppe_32.24,32.24,"Ydelser efter lov om aktiv social politik",2009-05-01,2014-11-01,"Emne_32.24.00,Emne_32.24.02,Emne_32.24.04,Emne_32.24.05,Emne_32.24.06,Emne_32.24.07,Emne_32.24.08,Emne_32.24.11,Emne_32.24.12,Emne_32.24.16,Emne_32.24.20,Emne_32.24.24,Emne_32.24.28,Emne_32.24.30,Emne_32.24.32,Emne_32.24.44","JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_32.26,32.26,"Specifikke kontante ydelser",2012-02-01,,"Emne_32.26.00,Emne_32.26.12","JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_32.27,32.27,"Ydelser efter beskæftigelsesindsatsloven og fleksydelsesloven",2009-05-01,2012-11-01,"Emne_32.27.00,Emne_32.27.05,Emne_32.27.10","JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_32.30,32.30,"Dagpenge ved sygdom og barsel",2009-05-01,,"Emne_32.30.00,Emne_32.30.04,Emne_32.30.06,Emne_32.30.07,Emne_32.30.08,Emne_32.30.12","FolkeskolenDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_32.33,32.33,"Introduktionsydelse til udlændige [udgået]",2009-05-01,,"Emne_32.33.00","JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_32.36,32.36,"Repatriering",2009-05-01,,"Emne_32.36.00","JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_32.39,32.39,"Social sikring",2009-05-01,,"Emne_32.39.00","JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_32.42,32.42,"Ydelser efter sundhedsloven",2009-05-01,,"Emne_32.42.00,Emne_32.42.04,Emne_32.42.08,Emne_32.42.12,Emne_32.42.16","",[[Category:NaN_KLE_Data]]
Gruppe_32.45,32.45,"Tilbagebetaling",2009-05-01,,"Emne_32.45.00,Emne_32.45.04,Emne_32.45.10,Emne_32.45.20","JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_32.64,32.64,"Kommunens vejledning og bistand på Udbetaling Danmarks sagsområde",2012-11-01,,"Emne_32.64.00,Emne_32.64.04","JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_50.00,50.00,"Sygehusvæsen [udgået]",2003-08-01,,"Emne_50.00.00","",[[Category:NaN_KLE_Data]]
Gruppe_50.02,50.02,"Sygehusvæsnets opbygning [udgået]",2003-08-01,,"Emne_50.02.00","",[[Category:NaN_KLE_Data]]
Gruppe_50.04,50.04,"Sygehusbehandling mv. [udgået]",2003-08-01,2006-12-01,"Emne_50.04.00,Emne_50.04.02,Emne_50.04.04,Emne_50.04.06,Emne_50.04.10,Emne_50.04.15,Emne_50.04.20","",[[Category:NaN_KLE_Data]]
Gruppe_50.06,50.06,"Patientforhold [udgået]",2003-08-01,,"Emne_50.06.00,Emne_50.06.02,Emne_50.06.04,Emne_50.06.06,Emne_50.06.08,Emne_50.06.12,Emne_50.06.20","",[[Category:NaN_KLE_Data]]
Gruppe_50.10,50.10,"Forskning og laboratorievirksomhed om medicin og lægemidler [udgået]",2004-02-01,2005-02-01,"Emne_50.10.00,Emne_50.10.05,Emne_50.10.10,Emne_50.10.15,Emne_50.10.20","",[[Category:NaN_KLE_Data]]
Gruppe_54.00,54.00,"Uddannelse",2003-08-01,,"Emne_54.00.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_54.02,54.02,"Ungdomsuddannelser [udgået]",2003-08-01,2005-02-01,"Emne_54.02.00,Emne_54.02.02,Emne_54.02.04,Emne_54.02.06,Emne_54.02.08,Emne_54.02.10,Emne_54.02.12,Emne_54.02.14,Emne_54.02.16,Emne_54.02.18,Emne_54.02.20,Emne_54.02.22","",[[Category:NaN_KLE_Data]]
Gruppe_54.04,54.04,"Voksenuddannelser/enkeltfagskurser [udgået]",2003-08-01,2005-08-01,"Emne_54.04.00,Emne_54.04.02,Emne_54.04.04,Emne_54.04.06,Emne_54.04.08,Emne_54.04.10,Emne_54.04.12,Emne_54.04.14","",[[Category:NaN_KLE_Data]]
Gruppe_54.06,54.06,"Specialundervisning for voksne",2005-08-01,,"Emne_54.06.00,Emne_54.06.02,Emne_54.06.04,Emne_54.06.06,Emne_54.06.08,Emne_54.06.10,Emne_54.06.12,Emne_54.06.20,Emne_54.06.26","FolkeskolenDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_54.08,54.08,"Pædagogiske uddannelser [udgået]",2003-08-01,,"Emne_54.08.00,Emne_54.08.02,Emne_54.08.04,Emne_54.08.06,Emne_54.08.08","FolkeskolenDelplan",[[Category:NaN_KLE_Data]]
Gruppe_54.10,54.10,"Social- og sundhedsuddannelser [udgået]",2003-08-01,2005-02-01,"Emne_54.10.00,Emne_54.10.02,Emne_54.10.04,Emne_54.10.06,Emne_54.10.08","FolkeskolenDelplan",[[Category:NaN_KLE_Data]]
Gruppe_54.11,54.11,"Sygeplejerskeuddannelsen [udgået]",2003-08-01,,"Emne_54.11.00","FolkeskolenDelplan",[[Category:NaN_KLE_Data]]
Gruppe_54.12,54.12,"Sundhedsplejerskeuddannelsen [udgået]",2003-08-01,,"Emne_54.12.00","FolkeskolenDelplan",[[Category:NaN_KLE_Data]]
Gruppe_54.14,54.14,"Jordemoderuddannelsen [udgået]",2003-08-01,,"Emne_54.14.00","",[[Category:NaN_KLE_Data]]
Gruppe_54.15,54.15,"Danskuddannelse til voksne udlændinge m.fl.",2013-02-01,,"Emne_54.15.00,Emne_54.15.08,Emne_54.15.12,Emne_54.15.20,Emne_54.15.28,Emne_54.15.40,Emne_54.15.44","",[[Category:NaN_KLE_Data]]
Gruppe_54.16,54.16,"Specialskoler [udgået]",2003-08-01,,"Emne_54.16.00","",[[Category:NaN_KLE_Data]]
Gruppe_54.17,54.17,"Kurser og undervisning for udlændinge",2013-02-01,,"Emne_54.17.00,Emne_54.17.04,Emne_54.17.08,Emne_54.17.12,Emne_54.17.20","",[[Category:NaN_KLE_Data]]
Gruppe_54.18,54.18,"Ungdomsuddannelse for unge med særlige behov",2007-08-01,,"Emne_54.18.00,Emne_54.18.05,Emne_54.18.08,Emne_54.18.11,Emne_54.18.16","FolkeskolenDelplan",[[Category:NaN_KLE_Data]]
Gruppe_54.20,54.20,"Optagelse på gymnasier",2008-08-01,,"Emne_54.20.00","FolkeskolenDelplan",[[Category:NaN_KLE_Data]]
Gruppe_54.22,54.22,"Uddannelsens organisering og indhold, gymnasier",2008-08-01,,"Emne_54.22.00,Emne_54.22.05","FolkeskolenDelplan",[[Category:NaN_KLE_Data]]
Gruppe_54.24,54.24,"Mødepligt, aktiv deltagelse, oprykning m.v., gymnasier",2008-08-01,,"Emne_54.24.00,Emne_54.24.02,Emne_54.24.04","FolkeskolenDelplan",[[Category:NaN_KLE_Data]]
Gruppe_54.26,54.26,"Prøver og eksamen, gymnasier",2008-08-01,,"Emne_54.26.00","FolkeskolenDelplan",[[Category:NaN_KLE_Data]]
Gruppe_54.28,54.28,"Samarbejder mellem institutioner, gymnasier",2008-08-01,,"Emne_54.28.00","FolkeskolenDelplan",[[Category:NaN_KLE_Data]]
Gruppe_54.30,54.30,"Institutionernes ledelse, gymnasier",2008-08-01,,"Emne_54.30.00,Emne_54.30.04,Emne_54.30.06","FolkeskolenDelplan",[[Category:NaN_KLE_Data]]
Gruppe_54.32,54.32,"Forældrekontakt, gymnasier",2008-08-01,,"Emne_54.32.00","FolkeskolenDelplan",[[Category:NaN_KLE_Data]]
Gruppe_54.34,54.34,"Aktiviteter/arrangementer, gymnasier",2008-08-01,,"Emne_54.34.00,Emne_54.34.04,Emne_54.34.06,Emne_54.34.08","FolkeskolenDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.00,81.00,"Kommunens personale",1988-01-01,2011-05-01,"Emne_81.00.00,Emne_81.00.05,Emne_81.00.10,Emne_81.00.15","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.01,81.01,"Stillinger i kommunen, klassificering mv.",1988-01-01,,"Emne_81.01.00,Emne_81.01.01,Emne_81.01.02,Emne_81.01.03,Emne_81.01.04,Emne_81.01.08,Emne_81.01.10","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.02,81.02,"Stillingsopslag og udvælgelse",1988-01-01,,"Emne_81.02.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.03,81.03,"Ansættelse",1988-01-01,,"Emne_81.03.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.04,81.04,"Personaleudvikling",1988-01-01,,"Emne_81.04.00,Emne_81.04.02,Emne_81.04.04","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.05,81.05,"Introduktion af nye medarbejdere",1988-01-01,,"Emne_81.05.00","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.06,81.06,"Jobrotation",1988-01-01,,"Emne_81.06.00,Emne_81.06.01,Emne_81.06.02","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
Gruppe_81.07,81.07,"Lære-, elev- og praktikpladser, personale",1988-01-01,2014-05-01,"Emne_81.07.00,Emne_81.07.01,Emne_81.07.02","FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan",[[Category:NaN_KLE_Data]]
