Title,Emne[Nr],Emne[Titel],Emne[Oprettet],Emne[Rettet],Emne[Bevaring],Emne[Sletning],Emne[Filtre],Emne[Retskilder],Emne[Vejledning],Free Text
Emne_00.10.18,00.10.18,"Introduktionsforløb for indvandrere udgået",2010-08-01,,B,P1800D,"","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet udg&#229;r november 2014, da emnet er flyttet til emnenummer 15.40.20. Kontakt KLE-redaktionen, hvis dette giver anledning til problemer.</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Kommunalbestyrelsen skal tilbyde indvandrere et introduktionsforl&#248;b, der skal p&#229;begyndes senest en m&#229;ned efter, at kommunalbestyrelsen har overtaget ansvaret for de p&#229;g&#230;ldende udl&#230;ndinge. Introduktionsforl&#248;bet omfatter:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>danskuddannelse</li>
								<li>kursus i danske samfundsforhold, kultur og historie</li>
								<li>aktivering, hvis indvandreren er berettiget og &#248;nsker det</li>
							</ul>
						</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">De konkrete forhold vedr&#248;rende de enkelte dele af introduktionsforl&#248;bet journaliseres under de p&#229;g&#230;ldende journalgrupper, nemlig 54.15 og 54.17.04. Under 00.10.18 journaliseres s&#229;ledes kun de helt overordnede forhold vedr&#248;rende forl&#248;bets organisering mv.</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_00.10.20,00.10.20,"Introduktionsydelse til udlændige udgået",1999-01-01,,B,,"JobcenterDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Udl&#230;ndinge, der tilbydes et introduktionsprogram, er i henhold til lovens &#167;&#167; 25-32 berettiget til introduktions&#173;ydelse i op til tre &#229;r fra det tidspunkt, hvor ansvaret overg&#229;r til kommunalbestyrelsen. Det er kommunalbestyrelsen, der tr&#230;ffer afg&#248;relse om udbetaling af introduktionsydelsen. Paragrafferne indeholder specifikke bestemmelser om bl.a. ydelsens st&#248;rrelse, fradrag, neds&#230;ttelse og oph&#248;r.</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_00.10.24,00.10.24,"Sikkerhedsstillelse efter udlændingeloven udgået",2010-08-01,,B,P1800D,"","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet udg&#229;r november 2014, da emnet er flyttet til emnenummer 15.40.25. Kontakt KLE-redaktionen, hvis dette giver anledning til problemer.</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet er til sager om sikkerhedsstillelse efter udl&#230;ndingelovens &#167;9, stk. 4. Ved familiesammenf&#248;ring skal &#230;gtef&#230;llen/partneren i Danmark (referencen) stille en &#248;konomisk garanti. Garantien er beregnet til d&#230;kning af kommunens eventuelle fremtidige udgifter til hj&#230;lp til den udenlandske &#230;gtef&#230;lle/partner efter lov om aktiv socialpolitik eller integrationsloven, fx kontanthj&#230;lp.</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_00.10.30,00.10.30,"Fribyordningen udgået",2008-11-01,,B,P1800D,"","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet er til sager om kommunens fors&#248;rgelse af udl&#230;ndinge, der ud&#248;ver litter&#230;r virksomhed mv., hvis ytringsfrihed kr&#230;nkes i deres hjemlande.</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_00.11.00,00.11.00,"I almindelighed udgået",1988-01-01,,tom,,"","","",[[Category:NaN_KLE_Data]]
Emne_00.11.01,00.11.01,"Arbejdsstedets indretning udgået",1990-01-01,,tom,,"","","",[[Category:NaN_KLE_Data]]
Emne_00.11.02,00.11.02,"Maskiners sikkerhed udgået",1990-01-01,,tom,,"","","",[[Category:NaN_KLE_Data]]
Emne_00.11.03,00.11.03,"Personlige værnemidler udgået",1990-01-01,,tom,,"","","",[[Category:NaN_KLE_Data]]
Emne_00.11.04,00.11.04,"Arbejdsredskaber/artikler udgået",1990-01-01,,tom,,"","","",[[Category:NaN_KLE_Data]]
Emne_00.11.10,00.11.10,"Psykiske/fysiske overgreb udgået",1990-01-01,,tom,,"","","",[[Category:NaN_KLE_Data]]
Emne_00.11.15,00.11.15,"Belastningsforhold (fx tunge løft) udgået",1990-01-01,,tom,,"","","",[[Category:NaN_KLE_Data]]
Emne_00.13.00,00.13.00,"Kommunikations- og informationsvirksomhed i almindelighed",1990-01-01,2004-02-01,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_00.13.02,00.13.02,"Markedsføring og PR-virksomhed",2004-02-01,,B,P1800D,"KommunalVandDelplan,JobcenterDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Nummeret anvendes til sager om kommunens samlede markedsf&#248;ring/PR initiativer, eller hvis det drejer sig om aktiviteter p&#229; tv&#230;rs af forvaltningsomr&#229;der.</li>
								<li>Sager om markedsf&#248;ring/PR i forbindelse med konkret virksomhed journaliseres under relevante emnenummer med facet A50.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_00.13.04,00.13.04,"Kommunikationsvirksomhed",2004-02-01,,B,P1800D,"KommunalVandDelplan,JobcenterDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Her journaliseres bl.a. sager om kommunens kommunikationsvirksomhed fx kommunikationsstrategi (tilf&#248;jes facet P15) og brug af sociale medier som kommunikationskanal.</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_00.13.06,00.13.06,"Informationsvirksomhed",2004-02-01,,B,P1800D,"KommunalVandDelplan,JobcenterDelplan","Offentlighedsloven_A20130060630_P16-17","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Kommunens overordnede formidlings- og informationsvirksomhed</li>
								<li>Principper for skriftlig kommunikation</li>
								<li>Den indholdsm&#230;ssige opbygning af kommunens hjemmesider, organisering af Internet, Intranet og Ekstranet</li>
								<li>Retningslinjer vedr&#248;rende informationspligten, der f&#248;lger af offentlighedslovens &#167; 17</li>
								<li>Sager om indk&#248;b af medieoverv&#229;gning og presseklip journaliseres under 83.15.20.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_00.13.08,00.13.08,"Pressevirksomhed",2004-02-01,,B,P1800D,"KommunalVandDelplan,JobcenterDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Bruges til sager der handler om kommunens virksomhed i forhold til pressen. Det g&#230;lder sager om selve samarbejdet med pressen.</li>
								<li>Sager om konkrete pressemeddelelser eller pressem&#248;der journaliseres under relevant emne med facet A52.</li>
								<li>Sager vedr&#248;rende konkret anmodning om aktindsigt fra pressen journaliseres under relevant emnenummer med facet A53.</li>
								<li>Retningslinjer for aktindsigt journaliseres under 00.07.03.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_00.13.10,00.13.10,"Design og layout",2004-02-01,,B,P1800D,"KommunalVandDelplan,JobcenterDelplan","BEK om organisering og understøttelse af beskæftigelsesindsatsen m.v._B20150036905_P10","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Her journaliseres sager kommunens design og layout.</li>
								<li>Sager vedr&#248;rende kommunev&#229;ben journaliseres dog fortsat under 00.20.00 sammen med sager om kommunens historie i &#248;vrigt.</li>
								<li>Sager om tilg&#230;ngelighed for handicappede/personer med nedsat funktionsevne p&#229; kommunens hjemmesider ogs&#229; journaliseres her.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_00.14.00,00.14.00,"Borgerbetjening i almindelighed",1990-01-01,2013-08-01,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,JobcenterDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet omfatter alle former for betjening, s&#229;ledes ogs&#229; betjening af virksomheder og erhvervsliv.</li>
								<li>Sager om overordnede forhold vedr&#248;rende elektronisk borgerbetjening, fx politikker (tilf&#248;jes facet P22) journaliseres her.</li>
								<li>Den tekniske side af elektronisk borgerbetjening, se gruppe 85.15 digital signatur (emnenr. 85.15.07) og blanketter (gr. 85.04).</li>
								<li>Sager om etablering og organisering af borgerservicecentre journaliseres under 00.15.01.</li>
								<li>Sager om vejledning om digitale selvbetjeningsl&#248;sninger, se nr. 00.14.20.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_00.14.10,00.14.10,"Åbningstider",2013-08-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,JobcenterDelplan","Biblioteksloven_A20130010029_P3","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet d&#230;kker sager om &#229;bningstider. Det g&#230;lder samtlige &#229;bningstider i hele den kommunale organisation b&#229;de p&#229; ""r&#229;dhuset"" og de kommunale institutioner.</li>
								<li>Emnet d&#230;kker ligeledes telefontider og tr&#230;ffetider i &#248;vrigt.</li>
								<li>Emnet er flyttet fra 00.14.00 fra aug 2013.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_00.14.20,00.14.20,"Information og vejledning om digitale selvbetjeningsløsninger",2013-08-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,JobcenterDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet d&#230;kker sager om information og vejledning om digitale selvbetjeningsl&#248;sninger til borgere og virksomheder.</li>
								<li>Fx selvbetjeningskampagner til forskellige brugergrupper, vejledning af den enkelte borger, hvor der opst&#229;r dokumentationsbehov ifm fejlh&#229;ndtering.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_00.15.00,00.15.00,"Administrativ organisering i almindelighed",1990-01-01,,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_00.15.01,00.15.01,"Forvaltningsstruktur",1990-01-01,,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan","Borgerservicecenterloven_A20050054430,Lov om organisering og understøttelse af beskæftigelsesindsatsen m.v._A20140148230_P14","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Her journaliseres sager om &#230;ndringer i kommunens forvaltningsstruktur, fx sammenl&#230;gning/opdeling af forvaltninger, organisering af borgerservice, besk&#230;ftigelsesindsats mv.</li>
								<li>Sager om decentralisering/selvforvaltning fx ift. institutioner er skilt ud i et selvst&#230;ndigt nummer 00.15.02.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_00.15.02,00.15.02,"Decentralisering/selvforvaltning",1990-01-01,,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Nummeret er til sager om decentralisering og selvstyre.</li>
								<li>Konkrete decentraliserings- og selvforvaltningsinitiativer journaliseres her.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_00.15.05,00.15.05,"Fremme af frit valg af serviceydelser udgået",2005-08-01,,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet udg&#229;r august 2013, da Lov om fremme af frit valg for borgerne ved levering af serviceydelser i kommuner er oph&#230;vet (1/1 2013).</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Nummeret er til sager om fremme af frit valg ved levering af serviceydelser jf. Lov om fremme af frit valg for borgerne ved levering af serviceydelser i kommuner og amtskommuner. Kommunalbestyrelsen skal bl.a. vurdere, hvor det er muligt inden for lovgivningens rammer at udvide allerede eksisterende frit valg-ordninger eller at indf&#248;re frit valg p&#229; omr&#229;der, hvor dette ikke allerede er sikret. Kommunalbestyrelsen skal desuden udarbejde sammenlignelig brugerinformation om henholdsvis dagtilbud, folkeskolen og &#230;ldreomr&#229;det.</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Bem&#230;rk, at konkrete sager om frit valg b&#248;r placeres under den opgave frit valg ordningen vedr&#248;rer. Fx:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Frit valg af dagtilbud over kommunegr&#230;nser 28.09.44</li>
								<li>Frit valg af leverand&#248;r af personlig og praktisk hj&#230;lp 27.39.04</li>
							</ul>
						</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Til udarbejdelse og publicering af information anvendes facet A50.</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_00.15.10,00.15.10,"Overordnet administrativ styring og ledelse",2005-08-01,,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,JobcenterDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Her journaliseres sager, hvor der arbejdes fagligt med administrativ styring og ledelse. Eksempler er:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>ledelsesformer, som v&#230;rdibaseret ledelse, kontraktledelse, milj&#248;ledelse mv</li>
								<li>ledelse og administrativ styring i en forvaltning eller institution</li>
								<li>etablering af direktion (udviklingsprojektet med P20, kompetencefordeling med A21)</li>
								<li>retningslinjer for ledelsestilsyn med A26</li>
								<li>decentralisering og selvforvaltning se 00.15.02</li>
								<li>forvaltningsstruktur se 00.15.01</li>
								<li>lederuddannelse se hovedgruppe 81</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_00.15.12,00.15.12,"Kvalitetsstyringssystem sagsbehandling udgået",2006-08-01,2010-11-01,B,P1800D,"KommunalVandDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet udg&#229;r nov 2014, da det med oph&#230;velsen af kvalitetsstyringsloven er blevet frivilligt for kommunerne, om de &#248;nsker at opretholde et kvalitetsstyringssystem p&#229; natur- og milj&#248;omr&#229;det. Kontakt KLE-redaktionen hvis dette giver problemer.</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker sager om kvalitetsstyringssystemer for sagsbehandlingen, bl.a. p&#229; natur- og milj&#248;omr&#229;det. Da natur- og milj&#248;omr&#229;det d&#230;kker flere hovedgrupper i journalplanen er emnet placeret i hovedgruppe 00</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>kvalitetspolitik og -m&#229;l tilf&#248;jes facet P22</li>
								<li>procedurer tilf&#248;jes facet A26</li>
								<li>certificering af kvalitetsstyringssystemet tilf&#248;jes facet P23</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_00.15.15,00.15.15,"Administrativ og økonomisk bemyndigelse",2005-08-01,,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,JobcenterDelplan","Kommunestyrelsesloven_A20140018629_P32","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet er til sager om administrativ og &#248;konomisk bemyndigelse. Fx:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>n&#229;r kommunalbestyrelsen giver bemyndigelse til en fagforvaltning eller juridisk enhed</li>
								<li>underskriftsbemyndigelse</li>
								<li>fuldmagt til checks</li>
								<li>bemyndigelse til at foretage vielse</li>
								<li>bemyndigelse til at give till&#230;gsbevillinger</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_00.16.00,00.16.00,"Forsøgs- og udviklingsarbejde i almindelighed",1990-01-01,,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_00.16.01,00.16.01,"Forsøgs- og udviklingsarbejde projekter udgået",1990-01-01,,B,,"","","",[[Category:NaN_KLE_Data]]
Emne_00.16.02,00.16.02,"Tværsektorielle udviklingsprojekter",1990-01-01,,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,JobcenterDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Her journaliseres sager om udviklingsprojekter, der g&#229;r p&#229; tv&#230;rs af kommunens opgaveomr&#229;der eller ressourcer.</li>
								<li>Drejer det tv&#230;rsektorielle udviklingsprojekt sig om overordnet administrativ udvikling anvendes gr. 00.15.</li>
								<li>Sager omkring Dogme2000, der g&#229;r p&#229; tv&#230;rs af flere sektorer journaliseres ogs&#229; her.</li>
								<li>Sager omkring gr&#248;nne regnskaber ifm Dogme2000 journaliseres under 00.32.06 'Gr&#248;nt regnskab', sager omkring Agenda 21 ifm. samme journaliseres under 01.02.25 'Agenda 21', imens sager omkring Dogme2000 der omhandler det forpligtende samarbejde imellem kommuner journaliseres i 00.17.15 'Kommunale samarbejder'.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_00.16.05,00.16.05,"Regionale kulturforsøg",1997-01-01,,B,P1800D,"KommunalVandDelplan","Lov om regionale kulturforsøg_A19950108530","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>I henhold til lov om regionale kulturfors&#248;g er nogle af de statslige midler til lokale kulturelle form&#229;l i en periode udlagt til udvalgte regioner og kommuner.</li>
								<li>Under 00.16.05 journaliseres de overordnede forhold vedr&#248;rende dette fors&#248;g.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_00.17.00,00.17.00,"Kommunalt/tværsektorielt samarbejde i almindelighed",1992-01-01,,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_00.17.05,00.17.05,"Kulturcenteraktiviteter",1995-01-01,,B,P1800D,"KommunalVandDelplan","Folkeskoleloven_A20140066529_P3","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Sager om betalingen for kulturcenteraktiviteterne journaliseres i 17.35.06.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_00.17.10,00.17.10,"SSP-samarbejde udgået",2002-08-01,,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet udg&#229;r maj 2013. Det er fra februar 2013 afl&#248;st af emnenr. 27.25.00. Hvis dette giver problemer, kontakt da KLE-redaktionen.</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_00.17.15,00.17.15,"Kommunale samarbejder",2002-08-01,2008-02-01,B,P1800D,"KommunalVandDelplan","Lov om ændringer af landets inddeling i kommuner og regioner og om opløsning og udpegelse af forpligtende kommunale samarbejder_A20060038230,LBK om forpligtende kommunale samarbejder_A20130099029","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet er til kommunale samarbejder, der ikke er omfattet af &#167; 60 i kommunestyrelsesloven. Det kan v&#230;re forpligtende kommunale samarbejder efter lbk. om forpligtende kommunale samarbejder eller sager hvor to eller flere kommuner samarbejder om at l&#248;se en konkret opgave uden, at det medf&#248;rer overf&#248;rsel af kompetence.</li>
								<li>Sager efter &#167; 60 i kommunestyrelsesloven, hvor de deltagende kommuner ved oprettelsen afgiver kompetence til enten en anden kommune eller en selvst&#230;ndig juridisk enhed i form af et kommunalt f&#230;llesskab journaliseres under 00.17.20 'Aftaler om samarbejde ml. kommuner (Kommunale F&#230;llesskaber)'.</li>
								<li>Sager om organisering af forpligtende kommunale samarbejder journaliseres her med facet A30.</li>
								<li>Sager om den konkrete opgavel&#248;sning inden for rammerne af det kommunale forpligtende arbejde, journaliseres under det relevante emne.</li>
								<li>Sager om organisering og tilrettel&#230;ggelse af kommunale samarbejder, eksempelvis hvor flere kommuner g&#229;r sammen om at l&#248;se en opgave eller l&#248;ser opgaver for hinanden, journaliseres ligeledes under dette nummer med facet A30. Ogs&#229; her g&#230;lder, at de konkrete enkeltsager journaliseres under det/de relevante emnenumre.</li>
								<li>Sager om det forpligtende samarbejde ifm. Dogme2000 journaliseres her.</li>
								<li>De konkrete projekter kan journaliseres med emne + facet P20 med henvisning til A30-sagen.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
